olinkID	UNIPROT	TargetFullName	Target	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
OID42801	Q6NZ67	Mitotic-spindle organizing protein 2B	MZT2B	MZT2B	80097	MZT2B	HGNC:25886	MZT2B	MZT2B	protein_coding	2	130939501	130948300	+	130181737	130212628	+	Q6NZ67
OID42802	O15049	NEDD4-binding protein 3	N4BP3	N4BP3	23138	N4BP3	HGNC:29852	N4BP3	N4BP3	protein_coding	5	177540556	177553107	+	178113532	178126081	+	O15049
OID42803	Q86UY6	N-alpha-acetyltransferase 40	NAA40	NAA40	79829	NAA40	HGNC:25845	NAA40	NAA40	protein_coding	11	63706442	63724446	+	63938959	63957319	+	Q86UY6
OID42804	Q93015	N-alpha-acetyltransferase 80	NAA80	NAA80	24142	NAA80	HGNC:30252	NAA80	NAA80	protein_coding	3	50333833	50336899	-	50296402	50299416	-	Q93015
OID42805	O15069	NAC-alpha domain-containing protein 1	NACAD	NACAD	23148	NACAD	HGNC:22196	NACAD	NACAD	protein_coding	7	45120036	45128493	-	45080437	45088969	-	O15069
OID42806	Q96HR8	H/ACA ribonucleoprotein complex non-core subunit NAF1	NAF1	NAF1	92345	NAF1	HGNC:25126	NAF1	NAF1	protein_coding	4	164047860	164088073	-	163110073	163166890	-	Q96HR8
OID42807	P43490	Nicotinamide phosphoribosyltransferase	NAMPT	NAMPT	10135	NAMPT	HGNC:30092	NAMPT	NAMPT	protein_coding	7	105888732	105925638	-	106248298	106285966	-	P43490
OID42808	O60934	Nibrin	NBN	NBN	4683	NBN	HGNC:7652	NBN	NBN	protein_coding	8	90945564	90996899	-	89924515	90003228	-	O60934
OID42809	Q9BPX3	Condensin complex subunit 3	NCAPG	NCAPG	64151	NCAPG	HGNC:24304	NCAPG	NCAPG	protein_coding	4	17812436	17846487	+	17810979	17844865	+	Q9BPX3
OID42810	Q6ZVX7	F-box only protein 50	NCCRP1	NCCRP1	342897	NCCRP1	HGNC:33739	NCCRP1	NCCRP1	protein_coding	19	39687604	39692522	+	39196964	39201884	+	Q6ZVX7
OID42812	Q9NZQ3	NCK-interacting protein with SH3 domain	NCKIPSD	NCKIPSD	51517	NCKIPSD	HGNC:15486	NCKIPSD	NCKIPSD	protein_coding	3	48711278	48723334	-	48673844	48686364	-	Q9NZQ3
OID42813	Q969V3	Nicalin	NCLN	NCLN	56926	NCLN	HGNC:26923	NCLN	NCLN	protein_coding	19	3185875	3209573	+	3185563	3209575	+	Q969V3
OID42814	Q8N183	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	NDUFAF2	NDUFAF2	91942	NDUFAF2	HGNC:28086	NDUFAF2	NDUFAF2	protein_coding	5	60240956	60448864	+	60945177	61154531	+	Q8N183
OID42815	O96000	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	NDUFB10	NDUFB10	4716	NDUFB10	HGNC:7696	NDUFB10	NDUFB10	protein_coding	16	2009517	2011976	+	1959538	1961975	+	O96000
OID42816	O75380	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	NDUFS6	NDUFS6	4726	NDUFS6	HGNC:7713	NDUFS6	NDUFS6	protein_coding	5	1801496	1816167	+	1801407	1816048	+	O75380
OID42817	P20929	Nebulin	NEB	NEB	4703	NEB	HGNC:7720	NA	NEB	protein_coding	2	152341853	152591001	-	151485336	151734487	-	H0Y786
OID42818	Q8N987	N-terminal EF-hand calcium-binding protein 1	NECAB1	NECAB1	64168	NECAB1	HGNC:20983	NECAB1	NECAB1	protein_coding	8	91803921	91971630	+	90791741	90959393	+	Q8N987
OID42819	Q7Z6G3	N-terminal EF-hand calcium-binding protein 2	NECAB2	NECAB2	54550	NECAB2	HGNC:23746	NECAB2	NECAB2	protein_coding	16	84002237	84036379	+	83968244	84002776	+	Q7Z6G3
OID42820	Q9NVZ3	Adaptin ear-binding coat-associated protein 2	NECAP2	NECAP2	55707	NECAP2	HGNC:25528	NECAP2	NECAP2	protein_coding	1	16767167	16786584	+	16440721	16460078	+	Q9NVZ3
OID42821	Q8NHV4	Protein NEDD1	NEDD1	NEDD1	121441	NEDD1	HGNC:7723	NEDD1	NEDD1	protein_coding	12	97301001	97347469	+	96907224	96953780	+	Q8NHV4
OID42822	P07196	Neurofilament light polypeptide	NEFL	NEFL	4747	NEFL	HGNC:7739	NEFL	NEFL	protein_coding	8	24808469	24814383	-	24950955	24956612	-	P07196
OID42823	P51956	Serine/threonine-protein kinase Nek3	NEK3	NEK3	4752	NEK3	HGNC:7746	NEK3	NEK3	protein_coding	13	52706779	52733996	-	52132639	52159597	-	P51956
OID42824	Q8TDX7	Serine/threonine-protein kinase Nek7	NEK7	NEK7	140609	NEK7	HGNC:13386	NEK7	NEK7	protein_coding	1	198126108	198291548	+	198156994	198322420	+	Q8TDX7
OID42825	Q9UMX5	Neudesin	NENF	NENF	29937	NENF	HGNC:30384	NENF	NENF	protein_coding	1	212606229	212619721	+	212432920	212446379	+	Q9UMX5
OID42826	Q12968	Nuclear factor of activated T-cells, cytoplasmic 3	NFATC3	NFATC3	4775	NFATC3	HGNC:7777	NFATC3	NFATC3	protein_coding	16	68118654	68263162	+	68077340	68229259	+	Q12968
OID42827	P08651	Nuclear factor 1 C-type	NFIC	NFIC	4782	NFIC	HGNC:7786	NFIC	NFIC	protein_coding	19	3359561	3469215	+	3314403	3469217	+	P08651
OID42828	P19838	Nuclear factor NF-kappa-B p105 subunit	NFKB1	NFKB1	4790	NFKB1	HGNC:7794	NFKB1	NFKB1	protein_coding	4	103422486	103538459	+	102501330	102617302	+	P19838
OID42829	Q00653	Nuclear factor NF-kappa-B p100 subunit	NFKB2	NFKB2	4791	NFKB2	HGNC:7795	NFKB2	NFKB2	protein_coding	10	104153867	104162286	+	102394110	102402524	+	Q00653
OID42830	O00221	NF-kappa-B inhibitor epsilon	NFKBIE	NFKBIE	4794	NFKBIE	HGNC:7799	NFKBIE	NFKBIE	protein_coding	6	44225903	44233525	-	44258166	44265788	-	O00221
OID42831	Q12986	Transcriptional repressor NF-X1	NFX1	NFX1	4799	NFX1	HGNC:7803	NFX1	NFX1	protein_coding	9	33290418	33371155	+	33290512	33371157	+	Q12986
OID42832	P23511	Nuclear transcription factor Y subunit alpha	NFYA	NFYA	4800	NFYA	HGNC:7804	NFYA	NFYA	protein_coding	6	41040707	41070146	+	41072974	41102403	+	P23511
OID42833	Q9NX24	H/ACA ribonucleoprotein complex subunit 2	NHP2	NHP2	55651	NHP2	HGNC:14377	NHP2	NHP2	protein_coding	5	177576465	177580961	-	178149463	178153894	-	Q9NX24
OID42834	Q92982	Ninjurin-1	NINJ1	NINJ1	4814	NINJ1	HGNC:7824	NINJ1	NINJ1	protein_coding	9	95883771	95896570	-	93121496	93134251	-	Q92982
OID42835	Q9NYS0	NF-kappa-B inhibitor-interacting Ras-like protein 1	NKIRAS1	NKIRAS1	28512	NKIRAS1	HGNC:17899	NKIRAS1	NKIRAS1	protein_coding	3	23933572	23988053	-	23889951	23946591	-	Q9NYS0
OID42836	Q8N2Q7	Neuroligin-1	NLGN1	NLGN1	22871	NLGN1	HGNC:14291	NLGN1	NLGN1	protein_coding	3	173116244	174001116	+	173396284	174294372	+	Q8N2Q7
OID42837	Q8NFZ4	Neuroligin-2	NLGN2	NLGN2	57555	NLGN2	HGNC:14290	NLGN2	NLGN2	protein_coding	17	7311502	7323179	+	7404874	7419860	+	Q8NFZ4
OID42838	Q7RTR0	NACHT, LRR and PYD domains-containing protein 9	NLRP9	NLRP9	338321	NLRP9	HGNC:22941	NLRP9	NLRP9	protein_coding	19	56219798	56249768	-	55708438	55738402	-	Q7RTR0
OID42839	P15531	Nucleoside diphosphate kinase A	NME1	NME1	4830	NME1	HGNC:7849	NME1	NME1	protein_coding	17	49230897	49239450	+	51153559	51162428	+	P15531
OID42840	Q13253	Noggin	NOG	NOG	9241	NOG	HGNC:7866	NOG	NOG	protein_coding	17	54671060	54672951	+	56593699	56595611	+	Q13253
OID42841	O00567	Nucleolar protein 56	NOP56	NOP56	10528	NOP56	HGNC:15911	NOP56	NOP56	protein_coding	20	2633178	2639039	+	2652593	2658393	+	O00567
OID42842	P29475	Nitric oxide synthase, brain	NOS1	NOS1	4842	NOS1	HGNC:7872	NOS1	NOS1	protein_coding	12	117645947	117799607	-	117208142	117452170	-	P29475
OID42843	P35228	Nitric oxide synthase, inducible	NOS2	NOS2	4843	NOS2	HGNC:7873	NOS2	NOS2	protein_coding	17	26083792	26220409	-	27756766	27800529	-	P35228
OID42844	P29474	Nitric oxide synthase, endothelial	NOS3	NOS3	4846	NOS3	HGNC:7876	NOS3	NOS3	protein_coding	7	150688144	150711687	+	150991017	151014588	+	P29474
OID42845	Q9NP85	Podocin	NPHS2	NPHS2	7827	NPHS2	HGNC:13394	NPHS2	NPHS2	protein_coding	1	179519674	179545084	-	179550539	179575952	-	Q9NP85
OID42846	P16860	Natriuretic peptides B	NPPB	NPPB	4879	NPPB	HGNC:7940	NPPB	NPPB	protein_coding	1	11917521	11918992	-	11857464	11858945	-	P16860
OID42847	P16066	Atrial natriuretic peptide receptor 1	NPR1	NPR1	4881	NPR1	HGNC:7943	NPR1	NPR1	protein_coding	1	153651164	153666468	+	153678688	153693992	+	P16066
OID42848	Q9Y639	Neuroplastin	NPTN	NPTN	27020	NPTN	HGNC:17867	NPTN	NPTN	protein_coding	15	73852344	73925753	-	73560014	73634134	-	Q9Y639
OID42849	P15559	NAD(P)H dehydrogenase [quinone] 1	NQO1	NQO1	1728	NQO1	HGNC:2874	NQO1	NQO1	protein_coding	16	69743304	69760533	-	69706996	69726668	-	P15559
OID42850	Q9NPD7	Neuritin	NRN1	NRN1	51299	NRN1	HGNC:17972	NRN1	NRN1	protein_coding	6	5998233	6007633	-	5997999	6007605	-	Q9NPD7
OID42851	Q99748	Neurturin	NRTN	NRTN	4902	NRTN	HGNC:8007	NRTN	NRTN	protein_coding	19	5823818	5828335	+	5805067	5828324	+	Q99748
OID42852	P58400	Neurexin-1-beta	NRXN1	NRXN1	9378	NRXN1	HGNC:8008	NRXN1	NRXN1	protein_coding	2	50145643	51259674	-	49918503	51082864	-	P58400
OID42853	Q9Y4C0	Neurexin-3	NRXN3	NRXN3	9369	NRXN3	HGNC:8010	NA	NRXN3	protein_coding	14	78636716	80334633	+	78170373	79868291	+	A0A0C4DGK4
OID42854	Q15738	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	NSDHL	NSDHL	50814	NSDHL	HGNC:13398	NSDHL	NSDHL	protein_coding	X	151999511	152037907	+	152830967	152869729	+	Q15738
OID42855	Q96MF7	E3 SUMO-protein ligase NSE2	NSMCE2	NSMCE2	286053	NSMCE2	HGNC:26513	NSMCE2	NSMCE2	protein_coding	8	126104083	126379367	+	125091679	125367120	+	Q96MF7
OID42856	P34130	Neurotrophin-4	NTF4	NTF4	4909	NTF4	HGNC:8024	NTF4	NTF4	protein_coding	19	49558618	49568333	-	49057858	49065076	-	P34130
OID42857	Q96CW9	Netrin-G2	NTNG2	NTNG2	84628	NTNG2	HGNC:14288	NTNG2	NTNG2	protein_coding	9	135037334	135118220	+	132162058	132244526	+	Q96CW9
OID42858	Q9NV35	Nucleotide triphosphate diphosphatase NUDT15	NUDT15	NUDT15	55270	NUDT15	HGNC:23063	NUDT15	NUDT15	protein_coding	13	48611703	48621282	+	48037726	48047221	+	Q9NV35
OID42859	Q9UKX7	Nuclear pore complex protein Nup50	NUP50	NUP50	10762	NUP50	HGNC:8065	NUP50	NUP50	protein_coding	22	45559726	45583890	+	45163925	45188017	+	Q9UKX7
OID42860	Q86Y26	NUT family member 1	NUTM1	NUTM1	256646	NUTM1	HGNC:29919	NUTM1	NUTM1	protein_coding	15	34635516	34649931	+	34343315	34357737	+	Q86Y26
OID42861	Q6UWF7	NXPE family member 4	NXPE4	NXPE4	54827	NXPE4	HGNC:23117	NXPE4	NXPE4	protein_coding	11	114441313	114466484	-	114570591	114595786	-	Q6UWF7
OID42862	P58417	Neurexophilin-1	NXPH1	NXPH1	30010	NXPH1	HGNC:20693	NXPH1	NXPH1	protein_coding	7	8473585	8792593	+	8433609	8752961	+	P58417
OID42863	Q5W0B1	ORC ubiquitin ligase 1	OBI1	OBI1	79596	OBI1	HGNC:20308	OBI1	OBI1	protein_coding	13	79188421	79234700	-	78614289	78659155	-	Q5W0B1
OID42864	A1E959	Odontogenic ameloblast-associated protein	ODAM	ODAM	54959	ODAM	HGNC:26043	ODAM	ODAM	protein_coding	4	71062244	71070293	+	70195725	70204576	+	A1E959
OID42865	O75665	Centriole and centriolar satellite protein OFD1	OFD1	OFD1	8481	OFD1	HGNC:2567	OFD1	OFD1	protein_coding	X	13752832	13787480	+	13734743	13777955	+	O75665
OID42866	O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT	OGT	8473	OGT	HGNC:8127	OGT	OGT	protein_coding	X	70752912	70795747	+	71533087	71575892	+	O15294
OID42868	P61366	Osteocrin	OSTN	OSTN	344901	OSTN	HGNC:29961	OSTN	OSTN	protein_coding	3	190930322	190967910	+	191199241	191265615	+	P61366
OID42869	Q7RTW8	Otoancorin	OTOA	OTOA	146183	OTOA	HGNC:16378	OTOA	OTOA	protein_coding	16	21689835	21772050	+	21663968	21761935	+	Q7RTW8
OID42870	Q5VV17	OTU domain-containing protein 1	OTUD1	OTUD1	220213	OTUD1	HGNC:27346	OTUD1	OTUD1	protein_coding	10	23728198	23731310	+	23439075	23442377	+	Q5VV17
OID42871	Q8WZ82	Esterase OVCA2	OVCA2	OVCA2	124641	OVCA2	HGNC:24203	OVCA2	OVCA2	protein_coding	17	1945277	1946725	+	2042022	2043425	+	Q8WZ82
OID42872	Q8IVL6	Prolyl 3-hydroxylase 3	P3H3	P3H3	10536	P3H3	HGNC:19318	P3H3	P3H3	protein_coding	12	6937572	6949018	+	6828407	6839847	+	Q8IVL6
OID42873	Q9Y2J8	Protein-arginine deiminase type-2	PADI2	PADI2	11240	PADI2	HGNC:18341	PADI2	PADI2	protein_coding	1	17393256	17445948	-	17066761	17119451	-	Q9Y2J8
OID42874	Q9UM07	Protein-arginine deiminase type-4	PADI4	PADI4	23569	PADI4	HGNC:18368	PADI4	PADI4	protein_coding	1	17634690	17690495	+	17308195	17364004	+	Q9UM07
OID42875	Q99487	Platelet-activating factor acetylhydrolase 2, cytoplasmic	PAFAH2	PAFAH2	5051	PAFAH2	HGNC:8579	PAFAH2	PAFAH2	protein_coding	1	26286258	26324648	-	25959767	25998117	-	Q99487
OID42876	Q9H074	Polyadenylate-binding protein-interacting protein 1	PAIP1	PAIP1	10605	PAIP1	HGNC:16945	PAIP1	PAIP1	protein_coding	5	43526370	43557521	-	43526267	43557758	-	Q9H074
OID42877	Q9ULR5	Polyadenylate-binding protein-interacting protein 2B	PAIP2B	PAIP2B	400961	PAIP2B	HGNC:29200	PAIP2B	PAIP2B	protein_coding	2	71409868	71454233	-	71182738	71227103	-	Q9ULR5
OID42878	O96013	Serine/threonine-protein kinase PAK 4	PAK4	PAK4	10298	PAK4	HGNC:16059	PAK4	PAK4	protein_coding	19	39616420	39670046	+	39125770	39182816	+	O96013
OID42879	Q8WX93	Palladin	PALLD	PALLD	23022	PALLD	HGNC:17068	NA	PALLD	protein_coding	4	169418217	169849608	+	168497052	168928457	+	D6R948
OID42880	Q13219	Pappalysin-1	PAPPA	PAPPA	5069	PAPPA	HGNC:8602	PAPPA	PAPPA	protein_coding	9	118916071	119164600	+	116153791	116402321	+	Q13219
OID42881	Q8TEW0	Partitioning defective 3 homolog	PARD3	PARD3	56288	PARD3	HGNC:16051	PARD3	PARD3	protein_coding	10	34398488	35104253	-	34109560	34815325	-	Q8TEW0
OID42882	P09874	Poly [ADP-ribose] polymerase 1	PARP1	PARP1	142	PARP1	HGNC:270	PARP1	PARP1	protein_coding	1	226548392	226595801	-	226360210	226408154	-	P09874
OID42883	P30039	Phenazine biosynthesis-like domain-containing protein	PBLD	PBLD	64081	PBLD	HGNC:23301	PBLD	PBLD	protein_coding	10	70042417	70092684	-	68282660	68333049	-	P30039
OID42884	A6NGG8	Photoreceptor cilium actin regulator	PCARE	PCARE	388939	PCARE	HGNC:34383	PCARE	PCARE	protein_coding	2	29284556	29297127	-	29061695	29074523	-	A6NGG8
OID42885	Q9Y5G1	Protocadherin gamma-B3	PCDHGB3	PCDHGB3	56102	PCDHGB3	HGNC:8710	PCDHGB3	PCDHGB3	protein_coding	5	140749962	140892548	+	141370242	141512975	+	Q9Y5G1
OID42886	O95613	Pericentrin	PCNT	PCNT	5116	PCNT	HGNC:16068	PCNT	PCNT	protein_coding	21	47744036	47865682	+	46324124	46445769	+	O95613
OID42887	Q8N4E4	Phosducin-like protein 2	PDCL2	PDCL2	132954	PDCL2	HGNC:29524	PDCL2	PDCL2	protein_coding	4	56422692	56458379	-	55556519	55592245	-	Q8N4E4
OID42888	Q9Y233	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	PDE10A	PDE10A	10846	PDE10A	HGNC:8772	PDE10A	PDE10A	protein_coding	6	165740776	166075588	-	165327287	165988078	-	NA
OID42889	Q14123	Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C	PDE1C	PDE1C	5137	PDE1C	HGNC:8776	PDE1C	PDE1C	protein_coding	7	31792632	32338383	-	31751179	32428131	-	Q14123
OID42890	Q08499	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	PDE4D	PDE4D	5144	PDE4D	HGNC:8783	PDE4D	PDE4D	protein_coding	5	58264866	59783925	-	58969038	60522120	-	Q08499
OID42891	Q9NRA1	Platelet-derived growth factor C	PDGFC	PDGFC	56034	PDGFC	HGNC:8801	PDGFC	PDGFC	protein_coding	4	157682763	157892546	-	156760454	156971799	-	Q9NRA1
OID42892	Q13087	Protein disulfide-isomerase A2	PDIA2	PDIA2	64714	PDIA2	HGNC:14180	PDIA2	PDIA2	protein_coding	16	330606	337209	+	283164	287215	+	Q13087
OID42893	Q14554	Protein disulfide-isomerase A5	PDIA5	PDIA5	10954	PDIA5	HGNC:24811	PDIA5	PDIA5	protein_coding	3	122785856	122880953	+	123067025	123162104	+	Q14554
OID42894	Q9P0J1	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	PDP1	PDP1	54704	PDP1	HGNC:9279	PDP1	PDP1	protein_coding	8	94929083	94938296	+	93857807	93926068	+	Q9P0J1
OID42895	Q9NUG6	p53 and DNA damage-regulated protein 1	PDRG1	PDRG1	81572	PDRG1	HGNC:16119	PDRG1	PDRG1	protein_coding	20	30532758	30539883	-	31944337	31952046	-	Q9NUG6
OID42896	Q6P996	Pyridoxal-dependent decarboxylase domain-containing protein 1	PDXDC1	PDXDC1	23042	PDXDC1	HGNC:28995	PDXDC1	PDXDC1	protein_coding	16	15068599	15233196	+	14974591	15139339	+	Q6P996
OID42897	O15018	PDZ domain-containing protein 2	PDZD2	PDZD2	23037	PDZD2	HGNC:18486	PDZD2	PDZD2	protein_coding	5	31639517	32111038	+	31639131	32110932	+	O15018
OID42898	Q96S96	Phosphatidylethanolamine-binding protein 4	PEBP4	PEBP4	157310	PEBP4	HGNC:28319	PEBP4	PEBP4	protein_coding	8	22570765	22785421	-	22713251	23000000	-	Q96S96
OID42899	Q9BRX2	Protein pelota homolog	PELO	PELO	53918	PELO	HGNC:8829	PELO	PELO	protein_coding	5	52083774	52098452	+	52787916	52825210	+	Q9BRX2
OID42900	Q9NQP4	Prefoldin subunit 4	PFDN4	PFDN4	5203	PFDN4	HGNC:8868	PFDN4	PFDN4	protein_coding	20	52824502	52836492	+	54208087	54228052	+	Q9NQP4
OID42901	O15212	Prefoldin subunit 6	PFDN6	PFDN6	10471	PFDN6	HGNC:4926	PFDN6	PFDN6	protein_coding	6	33257374	33258711	+	33289302	33298401	+	O15212
OID42902	Q96LB8	Peptidoglycan recognition protein 4	PGLYRP4	PGLYRP4	57115	PGLYRP4	HGNC:30015	PGLYRP4	PGLYRP4	protein_coding	1	153302597	153321022	-	153330120	153348841	-	Q96LB8
OID42903	Q96G03	Phosphopentomutase	PGM2	PGM2	55276	PGM2	HGNC:8906	PGM2	PGM2	protein_coding	4	37828282	37864559	+	37826660	37862937	+	Q96G03
OID42904	P06401	Progesterone receptor	PGR	PGR	5241	PGR	HGNC:8910	PGR	PGR	protein_coding	11	100900355	101000544	-	101029624	101129813	-	P06401
OID42905	Q9BVI0	PHD finger protein 20	PHF20	PHF20	51230	PHF20	HGNC:16098	PHF20	PHF20	protein_coding	20	34359923	34538288	+	35771974	35950370	+	Q9BVI0
OID42906	Q86SQ0	Pleckstrin homology-like domain family B member 2	PHLDB2	PHLDB2	90102	PHLDB2	HGNC:29573	PHLDB2	PHLDB2	protein_coding	3	111451327	111695364	+	111732461	111976517	+	Q86SQ0
OID42907	Q9Y2I7	1-phosphatidylinositol 3-phosphate 5-kinase	PIKFYVE	PIKFYVE	200576	PIKFYVE	HGNC:23785	PIKFYVE	PIKFYVE	protein_coding	2	209130991	209223475	+	208266255	208358746	+	Q9Y2I7
OID42908	Q9Y237	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	PIN4	PIN4	5303	PIN4	HGNC:8992	PIN4	PIN4	protein_coding	X	71401526	71483814	+	72181353	72302926	+	Q9Y237
OID42909	Q9GZP4	PITH domain-containing protein 1	PITHD1	PITHD1	57095	PITHD1	HGNC:25022	PITHD1	PITHD1	protein_coding	1	24104876	24114722	+	23778418	23788232	+	Q9GZP4
OID42910	O43164	E3 ubiquitin-protein ligase Praja-2	PJA2	PJA2	9867	PJA2	HGNC:17481	PJA2	PJA2	protein_coding	5	108670410	108745675	-	109334713	109409974	-	O43164
OID42911	Q6P5Z2	Serine/threonine-protein kinase N3	PKN3	PKN3	29941	PKN3	HGNC:17999	PKN3	PKN3	protein_coding	9	131464802	131483199	+	128702503	128720916	+	Q6P5Z2
OID42912	Q9UNK4	Group IID secretory phospholipase A2	PLA2G2D	PLA2G2D	26279	PLA2G2D	HGNC:9033	PLA2G2D	PLA2G2D	protein_coding	1	20439143	20446059	-	20111939	20119566	-	Q9UNK4
OID42913	Q96KN8	Phospholipase A and acyltransferase 5	PLAAT5	PLAAT5	117245	PLAAT5	HGNC:24978	PLAAT5	PLAAT5	protein_coding	11	63228876	63258680	-	63461404	63491194	-	Q96KN8
OID42914	Q9NQ66	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	PLCB1	PLCB1	23236	PLCB1	HGNC:15917	PLCB1	PLCB1	protein_coding	20	8095100	8865547	+	8077251	8968360	+	Q9NQ66
OID42915	Q9ULL1	Pleckstrin homology domain-containing family G member 1	PLEKHG1	PLEKHG1	57480	PLEKHG1	HGNC:20884	PLEKHG1	PLEKHG1	protein_coding	6	150920999	151164799	+	150599883	150843665	+	Q9ULL1
OID42916	O60240	Perilipin-1	PLIN1	PLIN1	5346	PLIN1	HGNC:9076	PLIN1	PLIN1	protein_coding	15	90207600	90222648	-	89664367	89679427	-	O60240
OID42917	Q8IUK5	Plexin domain-containing protein 1	PLXDC1	PLXDC1	57125	PLXDC1	HGNC:20945	PLXDC1	PLXDC1	protein_coding	17	37219556	37309485	-	39063313	39154394	-	Q8IUK5
OID42918	O15305	Phosphomannomutase 2	PMM2	PMM2	5373	PMM2	HGNC:9115	PMM2	PMM2	protein_coding	16	8891670	8943194	+	8788823	8862124	+	O15305
OID42919	P54277	PMS1 protein homolog 1	PMS1	PMS1	5378	PMS1	HGNC:9121	PMS1	PMS1	protein_coding	2	190648811	190742355	+	189784085	189877629	+	P54277
OID42920	Q15126	Phosphomevalonate kinase	PMVK	PMVK	10654	PMVK	HGNC:9141	PMVK	PMVK	protein_coding	1	154897208	154909484	-	154924740	154936719	-	Q15126
OID42921	Q96T60	Bifunctional polynucleotide phosphatase/kinase	PNKP	PNKP	11284	PNKP	HGNC:9154	PNKP	PNKP	protein_coding	19	50364460	50370822	-	49860099	49878351	-	Q96T60
OID42922	Q8ND90	Paraneoplastic antigen Ma1	PNMA1	PNMA1	9240	PNMA1	HGNC:9158	PNMA1	PNMA1	protein_coding	14	74178486	74181128	-	73711783	73714384	-	Q8ND90
OID42923	Q9UL42	Paraneoplastic antigen Ma2	PNMA2	PNMA2	10687	PNMA2	HGNC:9159	PNMA2	PNMA2	protein_coding	8	26362196	26371483	-	26504701	26514092	-	Q9UL42
OID42924	Q8TCS8	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	PNPT1	PNPT1	87178	PNPT1	HGNC:23166	PNPT1	PNPT1	protein_coding	2	55861198	55921045	-	55634061	55693863	-	Q8TCS8
OID42926	Q9H1D9	DNA-directed RNA polymerase III subunit RPC6	POLR3F	POLR3F	10621	POLR3F	HGNC:15763	POLR3F	POLR3F	protein_coding	20	18448033	18465286	+	18466878	18484648	+	Q9H1D9
OID42927	O75334	Liprin-alpha-2	PPFIA2	PPFIA2	8499	PPFIA2	HGNC:9246	PPFIA2	PPFIA2	protein_coding	12	81652045	82153109	-	81257975	81759553	-	O75334
OID42928	Q9UNP9	Peptidyl-prolyl cis-trans isomerase E	PPIE	PPIE	10450	PPIE	HGNC:9258	PPIE	PPIE	protein_coding	1	40204517	40229586	+	39692182	39763914	+	Q9UNP9
OID42929	P35813	Protein phosphatase 1A	PPM1A	PPM1A	5494	PPM1A	HGNC:9275	PPM1A	PPM1A	protein_coding	14	60712470	60765805	+	60245752	60299087	+	P35813
OID42930	O60237	Protein phosphatase 1 regulatory subunit 12B	PPP1R12B	PPP1R12B	4660	PPP1R12B	HGNC:7619	PPP1R12B	PPP1R12B	protein_coding	1	202317830	202557697	+	202348699	202592706	+	O60237
OID42931	Q9UD71	Protein phosphatase 1 regulatory subunit 1B	PPP1R1B	PPP1R1B	84152	PPP1R1B	HGNC:9287	PPP1R1B	PPP1R1B	protein_coding	17	37783177	37792878	+	39626740	39636626	+	Q9UD71
OID42932	Q86WC6	Protein phosphatase 1 regulatory subunit 27	PPP1R27	PPP1R27	116729	PPP1R27	HGNC:16813	PPP1R27	PPP1R27	protein_coding	17	79791368	79792926	-	81833492	81835050	-	Q86WC6
OID42933	Q6NXS1	Protein phosphatase inhibitor 2 family member B	PPP1R2B	PPP1R2B	153743	PPP1R2B	HGNC:16318	PPP1R2B	PPP1R2B	protein_coding	5	156277549	156279539	+	156850295	156852528	+	Q6NXS1
OID42934	P50897	Palmitoyl-protein thioesterase 1	PPT1	PPT1	5538	PPT1	HGNC:9325	PPT1	PPT1	protein_coding	1	40538382	40563142	-	40072710	40097260	-	P50897
OID42935	O60828	Polyglutamine-binding protein 1	PQBP1	PQBP1	10084	PQBP1	HGNC:9330	PQBP1	PQBP1	protein_coding	X	48755195	48760422	+	48890197	48903402	+	O60828
OID42936	P78395	Melanoma antigen preferentially expressed in tumors	PRAME	PRAME	23532	PRAME	HGNC:9336	PRAME	PRAME	protein_coding	22	22890123	22901696	-	22547701	22559361	-	P78395
OID42937	O43663	Protein regulator of cytokinesis 1	PRC1	PRC1	9055	PRC1	HGNC:9341	PRC1	PRC1	protein_coding	15	91509268	91537881	-	90966040	91022566	-	O43663
OID42938	P30048	Thioredoxin-dependent peroxide reductase, mitochondrial	PRDX3	PRDX3	10935	PRDX3	HGNC:9354	PRDX3	PRDX3	protein_coding	10	120927215	120938345	-	119167720	119178812	-	P30048
OID42939	Q9HCU5	Prolactin regulatory element-binding protein	PREB	PREB	10113	PREB	HGNC:9356	PREB	PREB	protein_coding	2	27353625	27357542	-	27130756	27134666	-	Q9HCU5
