SeqId	SomaId	UNIPROT	Target	TargetFullName	EntrezGeneID	EntrezGeneSymbol	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
24050-26	SL003724	P49841	GSK-3 beta	Glycogen synthase kinase-3 beta	2932	GSK3B	GSK3B	2932	GSK3B	HGNC:4617	GSK3B	GSK3B	protein_coding	3	119540802	119813264	-	119821321	120094447	-	P49841
24055-44	SL014904	Q05048	CSTF1	Cleavage stimulation factor 50 kDa subunit	1477	CSTF1	CSTF1	1477	CSTF1	HGNC:2483	CSTF1	CSTF1	protein_coding	20	54967427	54979582	+	56392371	56406362	+	Q05048
24111-10	SL008069	P26641	EF1G	Elongation factor 1-gamma	1937	EEF1G	EEF1G	1937	EEF1G	HGNC:3213	EEF1G	EEF1G	protein_coding	11	62327073	62342401	-	62559596	62577321	-	P26641
24179-48	SL022886	Q96BW5	PTER	Phosphotriesterase-related protein	9317	PTER	PTER	9317	PTER	HGNC:9590	PTER	PTER	protein_coding	10	16478942	16555744	+	16436943	16513745	+	Q96BW5
2418-55	SL000276	P02649	Apo E	Apolipoprotein E	348	APOE	APOE	348	APOE	HGNC:613	APOE	APOE	protein_coding	19	45409039	45412650	+	44905791	44909393	+	P02649
24201-86	SL007026	O60829	GAGC1	G antigen family C member 1	9506	PAGE4	PAGE4	9506	PAGE4	HGNC:4108	PAGE4	PAGE4	protein_coding	X	49593906	49598570	+	49793653	49834264	+	O60829
2421-7	SL003951	P23560	BDNF	Brain-derived neurotrophic factor	627	BDNF	BDNF	627	BDNF	HGNC:1033	BDNF	BDNF	protein_coding	11	27676442	27743605	-	27654893	27722058	-	P23560
24211-25	SL016420	P35914	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	3155	HMGCL	HMGCL	3155	HMGCL	HGNC:5005	HMGCL	HMGCL	protein_coding	1	24128367	24165110	-	23801885	23838620	-	P35914
24215-8	SL008460	P54821	PRRX1	Paired mesoderm homeobox protein 1	5396	PRRX1	PRRX1	5396	PRRX1	HGNC:9142	PRRX1	PRRX1	protein_coding	1	170633313	170708541	+	170662728	170739421	+	P54821
24216-30	SL022758	Q9H7C9	AAMDC	Mth938 domain-containing protein	28971	AAMDC	AAMDC	28971	AAMDC	HGNC:30205	AAMDC	AAMDC	protein_coding	11	77532197	77629464	+	77821109	77918432	+	Q9H7C9
24217-2	SL004476	P05109	Calgranulin A	Calgranulin A	6279	S100A8	S100A8	6279	S100A8	HGNC:10498	S100A8	S100A8	protein_coding	1	153362508	153363664	-	153390032	153391073	-	P05109
24221-3	SL004261	P37231	PPAR gamma	Peroxisome proliferator activated receptor gamma	5468	PPARG	PPARG	5468	PPARG	HGNC:9236	PPARG	PPARG	protein_coding	3	12328984	12475855	+	12287368	12434356	+	P37231
24222-10	SL023816	Q9H3P2	NELFA	Negative elongation factor A	7469	NELFA	NELFA	7469	NELFA	HGNC:12768	NELFA	NELFA	protein_coding	4	1984441	2010962	-	1982717	2041903	-	Q9H3P2
24223-5	SL023835	P0CG29	GST2	Glutathione S-transferase theta-2	2953	GSTT2	GSTT2	2953	GSTT2	HGNC:4642	GSTT2	GSTT2	protein_coding	22	24322314	24326106	+	23980058	23983915	+	NA
24226-30	SL004994	Q16658	Fascin	Fascin	6624	FSCN1	FSCN1	6624	FSCN1	HGNC:11148	FSCN1	FSCN1	protein_coding	7	5632436	5646287	+	5592816	5606655	+	Q16658
24235-2	SL008306	Q9H4M9	EHD1	EH domain-containing protein 1	10938	EHD1	EHD1	10938	EHD1	HGNC:3242	EHD1	EHD1	protein_coding	11	64620208	64647149	-	64851642	64888296	-	Q9H4M9
24236-46	SL023482	Q9HCJ6	VAT1L	Synaptic vesicle membrane protein VAT-1 homolog-like	57687	VAT1L	VAT1L	57687	VAT1L	HGNC:29315	VAT1L	VAT1L	protein_coding	16	77822483	78014001	+	77788564	77980107	+	Q9HCJ6
24237-115	SL023232	P54284	CACB3	Voltage-dependent L-type calcium channel subunit beta-3	784	CACNB3	CACNB3	784	CACNB3	HGNC:1403	CACNB3	CACNB3	protein_coding	12	49208215	49222726	+	48813794	48828941	+	P54284
24244-81	SL023449	Q96NA2	RILP	Rab-interacting lysosomal protein	83547	RILP	RILP	83547	RILP	HGNC:30266	RILP	RILP	protein_coding	17	1549445	1553392	-	1646145	1649866	-	Q96NA2
24245-2	SL023238	Q6P597	KLC3	Kinesin light chain 3	147700	KLC3	KLC3	147700	KLC3	HGNC:20717	KLC3	KLC3	protein_coding	19	45843998	45854778	+	45333434	45351520	+	Q6P597
24247-13	SL023436	Q8WUR7	CO040	UPF0235 protein C15orf40	123207	C15orf40	C15orf40	123207	C15orf40	HGNC:28443	C15orf40	C15orf40	protein_coding	15	83657715	83680393	-	82988441	83011641	-	Q8WUR7
24251-44	SL023431	Q8N5L8	RP25L	Ribonuclease P protein subunit p25-like protein	138716	RPP25L	RPP25L	138716	RPP25L	HGNC:19909	RPP25L	RPP25L	protein_coding	9	34610482	34612110	-	34610486	34612104	-	Q8N5L8
24252-85	SL023516	Q9H3J6	CL065	Probable peptide chain release factor C12orf65, mitochondrial	91574	MTRFR	MTRFR	91574	MTRFR	HGNC:26784	MTRFR	MTRFR	protein_coding	12	123717844	123742506	+	123233385	123258079	+	Q9H3J6
24253-5	SL023447	Q8IYD1	ERF3B	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	23708	GSPT2	GSPT2	23708	GSPT2	HGNC:4622	GSPT2	GSPT2	protein_coding	X	51486481	51489326	+	51743442	51746232	+	Q8IYD1
24255-38	SL023198	Q9Y6I3	EPN1	Epsin-1	29924	EPN1	EPN1	29924	EPN1	HGNC:21604	EPN1	EPN1	protein_coding	19	56186561	56207133	+	55675226	55709858	+	Q9Y6I3
24256-7	SL023582	Q2TBA0	KLH40	Kelch-like protein 40	131377	KLHL40	KLHL40	131377	KLHL40	HGNC:30372	KLHL40	KLHL40	protein_coding	3	42727011	42733938	+	42685537	42692544	+	Q2TBA0
24259-24	SL023497	Q8IVH2	FOXP4	Forkhead box protein P4	116113	FOXP4	FOXP4	116113	FOXP4	HGNC:20842	FOXP4	FOXP4	protein_coding	6	41514164	41570122	+	41546381	41602384	+	Q8IVH2
24260-4	SL023585	Q86TU7	SETD3	Histone-lysine N-methyltransferase setd3	84193	SETD3	SETD3	84193	SETD3	HGNC:20493	SETD3	SETD3	protein_coding	14	99864083	99947226	-	99397748	99480889	-	Q86TU7
24261-202	SL014613	O43293	DAPK3	Death-associated protein kinase 3	1613	DAPK3	DAPK3	1613	DAPK3	HGNC:2676	DAPK3	DAPK3	protein_coding	19	3958452	3971038	-	3958453	3971123	-	O43293
24263-6	SL023157	Q16625	OCLN	Occludin	100506658	OCLN	OCLN	100506658	OCLN	HGNC:8104	OCLN	OCLN	protein_coding	5	68788119	68853931	+	69492292	69558104	+	Q16625
24265-6	SL023231	Q14168	MPP2	MAGUK p55 subfamily member 2	4355	MPP2	MPP2	NA	MPP2	HGNC:7220	MPP2	MPP2	protein_coding	17	41952727	41987068	-	43875357	43909711	-	A0A0A0MRU0
24266-2	SL014956	Q14814	MEF2D	Myocyte-specific enhancer factor 2D	4209	MEF2D	MEF2D	4209	MEF2D	HGNC:6997	MEF2D	MEF2D	protein_coding	1	156433513	156470634	-	156463727	156500779	-	Q14814
24267-24	SL023528	Q6NUJ5	PWP2B	PWWP domain-containing protein 2B	170394	PWWP2B	PWWP2B	170394	PWWP2B	HGNC:25150	PWWP2B	PWWP2B	protein_coding	10	134210702	134231358	+	132397168	132417859	+	Q6NUJ5
24268-21	SL023181	Q13480	GAB1	GRB2-associated-binding protein 1	2549	GAB1	GAB1	2549	GAB1	HGNC:4066	GAB1	GAB1	protein_coding	4	144257983	144395718	+	143336876	143474565	+	Q13480
24271-9	SL023568	Q96IJ6	GMPPA	Mannose-1-phosphate guanyltransferase alpha	29926	GMPPA	GMPPA	29926	GMPPA	HGNC:22923	GMPPA	GMPPA	protein_coding	2	220363587	220371718	+	219498865	219513898	+	Q96IJ6
24273-43	SL019757	Q8N427	TXND3	Thioredoxin domain-containing protein 3	51314	NME8	NME8	51314	NME8	HGNC:16473	NME8	NME8	protein_coding	7	37888199	37940002	+	37848597	37900397	+	Q8N427
24276-171	SL023524	Q96NG3	TTC25	Tetratricopeptide repeat protein 25	83538	ODAD4	ODAD4	83538	ODAD4	HGNC:25280	ODAD4	ODAD4	protein_coding	17	40086888	40117668	+	41930617	41966503	+	Q96NG3
24277-22	SL023137	Q9UBL6	CPNE7	Copine-7	27132	CPNE7	CPNE7	27132	CPNE7	HGNC:2320	CPNE7	CPNE7	protein_coding	16	89642176	89663654	+	89575758	89597246	+	Q9UBL6
24278-4	SL023138	Q9Y6I4	UBP3	Ubiquitin carboxyl-terminal hydrolase 3	9960	USP3	USP3	9960	USP3	HGNC:12626	USP3	USP3	protein_coding	15	63796710	63886839	+	63504511	63594640	+	Q9Y6I4
24279-30	SL023229	Q9NYH9	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	55813	UTP6	UTP6	55813	UTP6	HGNC:18279	UTP6	UTP6	protein_coding	17	30190190	30228729	-	31860904	31901708	-	Q9NYH9
24286-48	SL023654	Q5JSS6	MEIG1	Meiosis expressed gene 1 protein homolog	644890	MEIG1	MEIG1	644890	MEIG1	HGNC:23429	MEIG1	MEIG1	protein_coding	10	15001438	15014850	+	14959388	14988050	+	Q5JSS6
24289-1	SL017974	Q8N8F7	CG053	Coiled-coil domain-containing transmembrane protein C7orf53	286006	LSMEM1	LSMEM1	286006	LSMEM1	HGNC:22036	LSMEM1	LSMEM1	protein_coding	7	112120908	112130943	+	112480853	112491062	+	Q8N8F7
2429-27	SL000324	P07357	C8	Complement component C8	733	C8G	C8A	731	C8A	HGNC:1352	C8A	C8A	protein_coding	1	57320443	57383894	+	56854768	56918223	+	NA
2429-27	SL000324	P07358	C8	Complement component C8	733	C8G	C8B	732	C8B	HGNC:1353	C8B	C8B	protein_coding	1	57394883	57431688	-	56929207	56974383	-	NA
2429-27	SL000324	P07360	C8	Complement component C8	733	C8G	C8G	733	C8G	HGNC:1354	C8G	C8G	protein_coding	9	139839698	139841426	+	136945185	136946975	+	NA
24290-5	SL023736	A1L168	CT202	Uncharacterized protein C20orf202	400831	C20orf202	C20orf202	400831	C20orf202	HGNC:37254	C20orf202	C20orf202	protein_coding	20	1184098	1188918	+	1186092	1209076	+	A1L168
24293-39	SL025946	P22307	NLTP:isoform 6	Nonspecific lipid-transfer protein:isoform 6	6342	SCP2	SCP2	6342	SCP2	HGNC:10606	SCP2	SCP2	protein_coding	1	53392901	53517289	+	52927276	53051698	+	P22307
24294-13	SL023706	P0CG13	CTF8	Chromosome transmission fidelity protein 8 homolog	54921	CHTF8	CHTF8	54921	CHTF8	HGNC:24353	CHTF8	CHTF8	protein_coding	16	69151912	69166493	-	69118010	69132588	-	P0CG13
24299-1	SL023735	Q2WEN9	CEA16	Carcinoembryonic antigen-related cell adhesion molecule 16	388551	CEACAM16	CEACAM16	388551	CEACAM16	HGNC:31948	CEACAM16	CEACAM16	protein_coding	19	45202421	45213986	+	44699151	44710718	+	Q2WEN9
24304-3	SL006711	Q9BSW2	EFC4B	EF-hand calcium-binding domain-containing protein 4B	84766	CRACR2A	CRACR2A	84766	CRACR2A	HGNC:28657	CRACR2A	CRACR2A	protein_coding	12	3716318	3862366	-	3606633	3764819	-	Q9BSW2
24307-22	SL023228	Q8N371	KDM8	Lysine-specific demethylase 8	79831	KDM8	KDM8	79831	KDM8	HGNC:25840	KDM8	KDM8	protein_coding	16	27214807	27233089	+	27203508	27221768	+	Q8N371
24309-14	SL006848	Q9HCH5	synaptotagmin-like 2	Synaptotagmin-like protein 2	54843	SYTL2	SYTL2	54843	SYTL2	HGNC:15585	SYTL2	SYTL2	protein_coding	11	85405265	85522178	-	85694224	85811159	-	Q9HCH5
2431-17	SL000345	P08311	Cathepsin G	Cathepsin G	1511	CTSG	CTSG	1511	CTSG	HGNC:2532	CTSG	CTSG	protein_coding	14	25042724	25045466	-	24573518	24576250	-	P08311
24314-9	SL023637	A5PLN9	TPC13	Trafficking protein particle complex subunit 13	80006	TRAPPC13	TRAPPC13	80006	TRAPPC13	HGNC:25828	TRAPPC13	TRAPPC13	protein_coding	5	64920558	64961954	+	65625004	65666233	+	A5PLN9
24316-10	SL023672	Q1RMZ1	BMT2	Probable methyltransferase BMT2 homolog	154743	BMT2	BMT2	154743	BMT2	HGNC:26475	BMT2	BMT2	protein_coding	7	112459202	112579932	-	112819147	112939875	-	Q1RMZ1
24318-13	SL023428	Q7Z6J4	FGD2	FYVE, RhoGEF and PH domain-containing protein 2	221472	FGD2	FGD2	221472	FGD2	HGNC:3664	FGD2	FGD2	protein_coding	6	36973423	36996845	+	37005646	37029069	+	Q7Z6J4
24319-19	SL023745	A4D126	ISPD	D-ribitol-5-phosphate cytidylyltransferase	729920	CRPPA	CRPPA	729920	CRPPA	HGNC:37276	CRPPA	CRPPA	protein_coding	7	16127152	16460947	-	16087525	16502504	-	A4D126
24320-3	SL019135	Q6ZMU5	TRI72	Tripartite motif-containing protein 72	493829	TRIM72	TRIM72	493829	TRIM72	HGNC:32671	TRIM72	TRIM72	protein_coding	16	31225342	31236510	+	31214119	31231537	+	Q6ZMU5
24321-67	SL023698	Q9UHQ1	NARF	Nuclear prelamin A recognition factor	26502	NARF	NARF	26502	NARF	HGNC:29916	NARF	NARF	protein_coding	17	80416060	80446143	+	82458180	82490537	+	Q9UHQ1
24322-1	SL023645	P29083	T2EA	General transcription factor IIE subunit 1	2960	GTF2E1	GTF2E1	2960	GTF2E1	HGNC:4650	GTF2E1	GTF2E1	protein_coding	3	120461558	120501916	+	120742637	120783069	+	P29083
24323-43	SL023691	Q5VW32	BROX	BRO1 domain-containing protein BROX	148362	BROX	BROX	148362	BROX	HGNC:26512	BROX	BROX	protein_coding	1	222885906	222906106	+	222712553	222735196	+	Q5VW32
2436-49	SL004016	Q9H2A7	CXCL16, soluble	C-X-C motif chemokine 16	58191	CXCL16	CXCL16	58191	CXCL16	HGNC:16642	CXCL16	CXCL16	protein_coding	17	4636828	4643223	-	4733533	4739928	-	Q9H2A7
24407-31	SL023609	O14782	KIF3C	Kinesin-like protein KIF3C	3797	KIF3C	KIF3C	3797	KIF3C	HGNC:6321	KIF3C	KIF3C	protein_coding	2	26149455	26205443	-	25926598	25982749	-	O14782
24408-30	SL023142	Q9NR56	MBNL1	Muscleblind-like protein 1	4154	MBNL1	MBNL1	4154	MBNL1	HGNC:6923	MBNL1	MBNL1	protein_coding	3	151985829	152183569	+	152243828	152465780	+	Q9NR56
24409-2	SL012706	Q8NBN7	RDH13	Retinol dehydrogenase 13	112724	RDH13	RDH13	112724	RDH13	HGNC:19978	RDH13	RDH13	protein_coding	19	55538946	55580914	-	55027593	55071291	-	Q8NBN7
2441-2	SL004333	O15520	FGF-10	Fibroblast growth factor 10	2255	FGF10	FGF10	2255	FGF10	HGNC:3666	FGF10	FGF10	protein_coding	5	44305097	44388784	-	44300247	44389706	-	O15520
24411-144	SL020078	Q6UWE0	LRSM1	E3 ubiquitin-protein ligase LRSAM1	90678	LRSAM1	LRSAM1	90678	LRSAM1	HGNC:25135	LRSAM1	LRSAM1	protein_coding	9	130213765	130265780	+	127451489	127503499	+	Q6UWE0
24412-1	SL023740	A8MT33	SYC1L	Synaptonemal complex central element protein 1-like	100130958	SYCE1L	SYCE1L	100130958	SYCE1L	HGNC:37236	SYCE1L	SYCE1L	protein_coding	16	77233349	77246976	+	77199408	77213215	+	A8MT33
24413-96	SL023739	P0C024	NUDT7	Peroxisomal coenzyme A diphosphatase NUDT7	283927	NUDT7	NUDT7	283927	NUDT7	HGNC:8054	NUDT7	NUDT7	protein_coding	16	77756389	77776157	+	77722492	77742260	+	P0C024
24414-3	SL004729	P11216	Glycogen phosphorylase	Glycogen phosphorylase, brain form	5834	PYGB	PYGB	5834	PYGB	HGNC:9723	PYGB	PYGB	protein_coding	20	25228706	25278648	+	25248085	25298012	+	P11216
24416-20	SL008236	Q7KZF4	SND1	Staphylococcal nuclease domain-containing protein 1	27044	SND1	SND1	27044	SND1	HGNC:30646	SND1	SND1	protein_coding	7	127292202	127732659	+	127652194	128092609	+	Q7KZF4
24417-22	SL014963	Q15276	RABE1	Rab GTPase-binding effector protein 1	9135	RABEP1	RABEP1	9135	RABEP1	HGNC:17677	RABEP1	RABEP1	protein_coding	17	5185558	5289132	+	5282265	5386340	+	Q15276
24418-14	SL023743	A6NHT5	HMX3	Homeobox protein HMX3	340784	HMX3	HMX3	340784	HMX3	HGNC:5019	HMX3	HMX3	protein_coding	10	124895567	124897247	+	123135970	123139423	+	A6NHT5
24419-3	SL023406	Q96EN8	MOCOS	Molybdenum cofactor sulfurase	55034	MOCOS	MOCOS	55034	MOCOS	HGNC:18234	MOCOS	MOCOS	protein_coding	18	33767480	33848685	+	36187497	36272157	+	Q96EN8
24420-57	SL023763	Q9BU89	DOHH	Deoxyhypusine hydroxylase	83475	DOHH	DOHH	83475	DOHH	HGNC:28662	DOHH	DOHH	protein_coding	19	3490819	3500938	-	3490821	3500674	-	Q9BU89
24422-36	SL023761	Q86W54	SPA24	Spermatogenesis-associated protein 24	202051	SPATA24	SPATA24	202051	SPATA24	HGNC:27322	SPATA24	SPATA24	protein_coding	5	138732255	138739776	-	139396563	139404089	-	Q86W54
24423-9	SL023765	B7ZBB8	PP13G	Protein phosphatase 1 regulatory subunit 3G	648791	PPP1R3G	PPP1R3G	648791	PPP1R3G	HGNC:14945	PPP1R3G	PPP1R3G	protein_coding	6	5085720	5087455	+	5085341	5089487	+	B7ZBB8
24424-25	SL023684	Q3MII6	TBC25	TBC1 domain family member 25	4943	TBC1D25	TBC1D25	4943	TBC1D25	HGNC:8092	TBC1D25	TBC1D25	protein_coding	X	48398075	48420997	+	48539714	48562609	+	Q3MII6
24425-8	SL012446	P56192	SYMC	Methionyl-tRNA synthetase, cytoplasmic	4141	MARS1	MARS1	4141	MARS1	HGNC:6898	MARS1	MARS1	protein_coding	12	57881077	57911334	+	57487294	57517569	+	P56192
24426-15	SL007202	P35221	CTNA1	Catenin alpha-1	1495	CTNNA1	CTNNA1	1495	CTNNA1	HGNC:2509	CTNNA1	CTNNA1	protein_coding	5	138089107	138270723	+	138610967	138935034	+	P35221
24426-191	SL007202	P35221	CTNA1	Catenin alpha-1	1495	CTNNA1	CTNNA1	1495	CTNNA1	HGNC:2509	CTNNA1	CTNNA1	protein_coding	5	138089107	138270723	+	138610967	138935034	+	P35221
24427-33	SL014599	O15327	INP4B	Type II inositol-3,4-bisphosphate 4-phosphatase	8821	INPP4B	INPP4B	8821	INPP4B	HGNC:6075	INPP4B	INPP4B	protein_coding	4	142949182	143767604	-	142023160	142847432	-	O15327
24428-76	SL023710	Q8N9F7	GDPD1	Lysophospholipase D GDPD1	284161	GDPD1	GDPD1	284161	GDPD1	HGNC:20883	GDPD1	GDPD1	protein_coding	17	57297828	57353330	+	59220467	59275970	+	Q8N9F7
2443-10	SL004342	P55075	FGF-8B	Fibroblast growth factor 8 isoform B	2253	FGF8	FGF8	2253	FGF8	HGNC:3686	FGF8	FGF8	protein_coding	10	103529887	103540126	-	101770109	101780371	-	P55075
24430-11	SL023773	Q9UK33	ZN580	Zinc finger protein 580	51157	ZNF580	ZNF580	51157	ZNF580	HGNC:29473	ZNF580	ZNF580	protein_coding	19	56152392	56154836	+	55640985	55643470	+	Q9UK33
24431-32	SL023435	Q8N1G2	CMTR1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	23070	CMTR1	CMTR1	23070	CMTR1	HGNC:21077	CMTR1	CMTR1	protein_coding	6	37400907	37449284	+	37433219	37482827	+	Q8N1G2
24432-3	SL023546	Q4V328	GRAP1	GRIP1-associated protein 1	56850	GRIPAP1	GRIPAP1	56850	GRIPAP1	HGNC:18706	GRIPAP1	GRIPAP1	protein_coding	X	48830134	48858675	-	48973720	49002265	-	Q4V328
24434-16	SL023377	Q92561	PHYIP	Phytanoyl-CoA hydroxylase-interacting protein	9796	PHYHIP	PHYHIP	9796	PHYHIP	HGNC:16865	PHYHIP	PHYHIP	protein_coding	8	22077216	22089851	-	22219703	22232101	-	Q92561
24435-1	SL004793	Q05193	Dynamin	Dynamin-1	1759	DNM1	DNM1	1759	DNM1	HGNC:2972	DNM1	DNM1	protein_coding	9	130965663	131017527	+	128191655	128255248	+	Q05193
24436-23	SL015355	Q9Y2H0	DLGP4	Disks large-associated protein 4	22839	DLGAP4	DLGAP4	22839	DLGAP4	HGNC:24476	DLGAP4	DLGAP4	protein_coding	20	34894303	35157040	+	36306336	36528637	+	Q9Y2H0
24437-6	SL023783	A6XGL0	YJEN3	YjeF N-terminal domain-containing protein 3	374887	YJEFN3	YJEFN3	374887	YJEFN3	HGNC:24785	YJEFN3	YJEFN3	protein_coding	19	19627019	19648393	+	19516227	19537581	+	A6XGL0
24440-11	SL023602	Q9Y597	KCTD3	BTB/POZ domain-containing protein KCTD3	51133	KCTD3	KCTD3	51133	KCTD3	HGNC:21305	KCTD3	KCTD3	protein_coding	1	215740735	215795149	+	215567304	215621807	+	Q9Y597
24441-7	SL014910	Q09161	NCBP1	Nuclear cap-binding protein subunit 1	4686	NCBP1	NCBP1	4686	NCBP1	HGNC:7658	NCBP1	NCBP1	protein_coding	9	100395705	100436029	+	97633668	97673748	+	Q09161
24443-8	SL021011	Q15014	MO4L2	Mortality factor 4-like protein 2	9643	MORF4L2	MORF4L2	9643	MORF4L2	HGNC:16849	MORF4L2	MORF4L2	protein_coding	X	102930426	102943086	-	103675496	103688158	-	Q15014
24444-10	SL011247	Q6P3X3	TTC27	Tetratricopeptide repeat protein 27	55622	TTC27	TTC27	55622	TTC27	HGNC:25986	TTC27	TTC27	protein_coding	2	32853087	33046118	+	32628032	32821051	+	Q6P3X3
24445-38	SL019867	Q8N4X5	AF1L2	Actin filament-associated protein 1-like 2	84632	AFAP1L2	AFAP1L2	84632	AFAP1L2	HGNC:25901	AFAP1L2	AFAP1L2	protein_coding	10	116054583	116164515	-	114294824	114404756	-	Q8N4X5
24446-65	SL023663	Q5VZF2	MBNL2	Muscleblind-like protein 2	10150	MBNL2	MBNL2	10150	MBNL2	HGNC:16746	MBNL2	MBNL2	protein_coding	13	97794090	98046374	+	97221434	97394120	+	Q5VZF2
24447-26	SL023741	A4D161	F221A	Protein FAM221A	340277	FAM221A	FAM221A	340277	FAM221A	HGNC:27977	FAM221A	FAM221A	protein_coding	7	23719749	23742269	+	23680130	23703249	+	A4D161
24449-11	SL021762	P11844	CRGA	Gamma-crystallin A	1418	CRYGA	CRYGA	1418	CRYGA	HGNC:2408	CRYGA	CRYGA	protein_coding	2	209025464	209028297	-	208160740	208163589	-	P11844
24450-96	SL023721	Q5BKX5	CS054	UPF0692 protein C19orf54	284325	C19orf54	ACTMAP	284325	ACTMAP	HGNC:24758	ACTMAP	ACTMAP	protein_coding	19	41246761	41256408	-	40740856	40751553	-	Q5BKX5
24453-75	SL023742	P53701	CCHL	Cytochrome c-type heme lyase	3052	HCCS	HCCS	3052	HCCS	HGNC:4837	HCCS	HCCS	protein_coding	X	11129406	11141204	+	11111301	11123086	+	P53701
24454-27	SL021776	Q9H903	MTD2L	Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2	441024	MTHFD2L	MTHFD2L	441024	MTHFD2L	HGNC:31865	MTHFD2L	MTHFD2L	protein_coding	4	74979896	75168814	+	74114174	74303099	+	Q9H903
24455-2	SL023236	Q8TDY4	ASAP3	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3	55616	ASAP3	ASAP3	55616	ASAP3	HGNC:14987	ASAP3	ASAP3	protein_coding	1	23755056	23811057	-	23428563	23484637	-	Q8TDY4
24456-3	SL023722	Q9NZR4	VSX1	Visual system homeobox 1	30813	VSX1	VSX1	30813	VSX1	HGNC:12723	VSX1	VSX1	protein_coding	20	25051521	25063015	-	25070885	25082141	-	Q9NZR4
24457-12	SL002032	Q15853	USF2	USF2	7392	USF2	USF2	7392	USF2	HGNC:12594	USF2	USF2	protein_coding	19	35759896	35770718	+	35268962	35279821	+	Q15853
24459-15	SL008869	P35606	COPB2	Coatomer subunit beta'	9276	COPB2	COPB2	9276	COPB2	HGNC:2232	COPB2	COPB2	protein_coding	3	139076433	139108522	-	139353946	139389736	-	P35606
24462-4	SL023764	Q14028	CNGB1	Cyclic nucleotide-gated cation channel beta-1	1258	CNGB1	CNGB1	1258	CNGB1	HGNC:2151	CNGB1	CNGB1	protein_coding	16	57916244	58005020	-	57882340	57971128	-	Q14028
24463-1	SL020970	Q9UN36	NDRG2	Protein NDRG2	57447	NDRG2	NDRG2	57447	NDRG2	HGNC:14460	NDRG2	NDRG2	protein_coding	14	21484922	21539031	-	21016763	21070872	-	Q9UN36
24465-28	SL005069	O60224	SSX4	synovial sarcoma, X breakpoint 4	6759	SSX4	SSX4	6759	SSX4	HGNC:11338	SSX4	SSX4	protein_coding	X	NA	NA	NA	48383516	48393347	+	NA
24468-36	SL010833	P35612	ADDB	Beta-adducin	119	ADD2	ADD2	119	ADD2	HGNC:244	ADD2	ADD2	protein_coding	2	70834750	70995375	-	70607618	70768225	-	P35612
24469-10	SL023199	Q14693	LPIN1	Phosphatidate phosphatase LPIN1	23175	LPIN1	LPIN1	23175	LPIN1	HGNC:13345	LPIN1	LPIN1	protein_coding	2	11817705	11967533	+	11677595	11827409	+	Q14693
2447-7	SL004066	Q9NZK7	GIIE	Group IIE secretory phospholipase A2	30814	PLA2G2E	PLA2G2E	30814	PLA2G2E	HGNC:13414	PLA2G2E	PLA2G2E	protein_coding	1	20246800	20250110	-	19920009	19923617	-	Q9NZK7
24470-20	SL018915	P57721	PCBP3	Poly(rC)-binding protein 3	54039	PCBP3	PCBP3	54039	PCBP3	HGNC:8651	PCBP3	PCBP3	protein_coding	21	47063683	47362368	+	45643694	45942454	+	P57721
24471-2	SL011324	Q9Y6X0	SETBP	SET-binding protein	26040	SETBP1	SETBP1	26040	SETBP1	HGNC:15573	SETBP1	SETBP1	protein_coding	18	42260138	42648475	+	44680173	45068510	+	Q9Y6X0
24472-28	SL023694	Q9H0F6	SHRPN	Sharpin	81858	SHARPIN	SHARPIN	81858	SHARPIN	HGNC:25321	SHARPIN	SHARPIN	protein_coding	8	145153536	145159140	-	144098633	144108124	-	Q9H0F6
24473-11	SL023572	Q8NHU0	CT453	Cancer/testis antigen family 45 member A3	441519	CT45A3	CT45A3	441519	CT45A3	HGNC:33268	CT45A3	CT45A3	protein_coding	X	134883488	134891519	+	135759846	135768191	-	NA
24474-12	SL023667	Q92623	TTC9A	Tetratricopeptide repeat protein 9A	23508	TTC9	TTC9	23508	TTC9	HGNC:20267	TTC9	TTC9	protein_coding	14	71108504	71142077	+	70641916	70675366	+	Q92623
24475-45	SL013297	Q9UMY4	SNX12	Sorting nexin-12	29934	SNX12	SNX12	29934	SNX12	HGNC:14976	SNX12	SNX12	protein_coding	X	70256098	70293276	-	71056332	71073426	-	Q9UMY4
24476-18	SL006375	Q9H1I8	ASC-1 complex subunit p100	Activating signal cointegrator 1 complex subunit 2	84164	ASCC2	ASCC2	84164	ASCC2	HGNC:24103	ASCC2	ASCC2	protein_coding	22	30184597	30234293	-	29788609	29838304	-	Q9H1I8
24479-25	SL023784	P0DP42	T225B	Transmembrane protein 225B	100289187	TMEM225B	TMEM225B	100289187	TMEM225B	HGNC:53075	TMEM225B	TMEM225B	protein_coding	7	99195902	99208456	+	99558695	99611045	+	P0DP42
